piece,method,jitter_sigma,rot_deg,trans_norm,rmse,iterations,total_ms,cov_ms,gt_r00,gt_r01,gt_r02,gt_r10,gt_r11,gt_r12,gt_r20,gt_r21,gt_r22,gt_tx,gt_ty,gt_tz
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0,100,0.005,2.39407,20,26665.7,5485.17,-0.12853,-0.98981,0.0612907,0.91448,-0.142205,-0.37882,0.383676,0.00735946,0.923439,0.00387172,-0.0013502,-0.00286125
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0,100,0.01,11.3321,20,6255.53,0,0.267919,-0.798545,0.539023,0.755942,-0.172621,-0.631469,0.597303,0.576653,0.557406,-0.00738641,0.000488896,0.00672324
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0,100,0.01,3.3539,20,26730.6,5802.98,0.267919,-0.798545,0.539023,0.755942,-0.172621,-0.631469,0.597303,0.576653,0.557406,-0.00738641,0.000488896,0.00672324
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,10,0,0.344233,20,5035.71,0,0.993049,0.0327891,0.113044,-0.0180099,0.991434,-0.129361,-0.116318,0.126426,0.985133,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,10,0,0.000864322,6,7447.11,5494.64,0.993049,0.0327891,0.113044,-0.0180099,0.991434,-0.129361,-0.116318,0.126426,0.985133,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,10,0.005,0.394235,20,5056.8,0,0.985771,-0.0616215,-0.156392,0.0684487,0.996906,0.0386458,0.153527,-0.0488007,0.986939,-0.00122018,0.00124573,-0.00468608
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,10,0.005,0.000864932,6,7554.56,5505.64,0.985771,-0.0616215,-0.156392,0.0684487,0.996906,0.0386458,0.153527,-0.0488007,0.986939,-0.00122018,0.00124573,-0.00468608
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,10,0.01,1.04031,20,4982.04,0,0.985289,0.170313,-0.0140819,-0.170669,0.984874,-0.0299382,0.00877004,0.0319011,0.999453,0.0060187,-0.00597611,-0.0052973
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,10,0.01,0.0008656,7,8431.27,5475.25,0.985289,0.170313,-0.0140819,-0.170669,0.984874,-0.0299382,0.00877004,0.0319011,0.999453,0.0060187,-0.00597611,-0.0052973
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,50,0,0.847044,20,5763.92,0,0.942408,-0.111161,-0.315453,0.304745,0.674056,0.672889,0.137834,-0.730268,0.669111,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,50,0,0.000867716,10,13594.1,5596.94,0.942408,-0.111161,-0.315453,0.304745,0.674056,0.672889,0.137834,-0.730268,0.669111,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,50,0.005,4.55728,20,6138.92,0,0.783494,-0.443741,0.435008,0.608257,0.690876,-0.390786,-0.127129,0.570775,0.811205,0.00479062,0.00103177,0.000992669
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,50,0.005,0.000865782,16,20808.7,5590.48,0.783494,-0.443741,0.435008,0.608257,0.690876,-0.390786,-0.127129,0.570775,0.811205,0.00479062,0.00103177,0.000992669
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,50,0.01,3.69777,20,5343.21,0,0.885398,-0.423988,0.190536,0.442471,0.64314,-0.624973,0.142439,0.637657,0.757037,-0.0078619,-0.00435694,0.00438265
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,50,0.01,0.000864165,13,16149.2,5485.84,0.885398,-0.423988,0.190536,0.442471,0.64314,-0.624973,0.142439,0.637657,0.757037,-0.0078619,-0.00435694,0.00438265
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,100,0,12.1032,20,9030.79,0,0.126526,-0.55709,0.820757,-0.46552,0.697289,0.54505,-0.875946,-0.451042,-0.171111,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,100,0,0.000868068,20,27232.4,5393.66,0.126526,-0.55709,0.820757,-0.46552,0.697289,0.54505,-0.875946,-0.451042,-0.171111,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,100,0.005,11.4453,20,6869.9,0,-0.166625,0.949176,0.267023,-0.884357,-0.0240975,-0.466188,-0.43606,-0.313822,0.843426,-0.004038,0.00285598,0.000733433
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,100,0.005,10.3175,20,28615,5497.34,-0.166625,0.949176,0.267023,-0.884357,-0.0240975,-0.466188,-0.43606,-0.313822,0.843426,-0.004038,0.00285598,0.000733433
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.0005,100,0.01,12.6654,20,8546.02,0,0.876951,0.478523,-0.0444266,0.101279,-0.0936532,0.99044,0.469787,-0.873066,-0.130594,0.00938546,-0.000758728,-0.00336711
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.0005,100,0.01,12.4192,20,28644.4,5451.23,0.876951,0.478523,-0.0444266,0.101279,-0.0936532,0.99044,0.469787,-0.873066,-0.130594,0.00938546,-0.000758728,-0.00336711
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,10,0,0.310457,20,4937.49,0,0.984915,-0.00436649,-0.172983,0.00691068,0.999877,0.0141082,0.1729,-0.0150908,0.984824,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,10,0,0.0017329,6,7424.6,5429.77,0.984915,-0.00436649,-0.172983,0.00691068,0.999877,0.0141082,0.1729,-0.0150908,0.984824,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,10,0.005,1.06782,20,5088.25,0,0.985725,0.162619,0.0435948,-0.160595,0.985924,-0.04651,-0.0505446,0.038845,0.997966,4.52754e-05,0.00154893,0.00475382
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,10,0.005,0.00173672,7,8480.18,5405.45,0.985725,0.162619,0.0435948,-0.160595,0.985924,-0.04651,-0.0505446,0.038845,0.997966,4.52754e-05,0.00154893,0.00475382
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,10,0.01,0.574164,20,4548.44,0,0.991648,0.0820062,0.0995462,-0.0930904,0.989298,0.112353,-0.0892672,-0.120682,0.988669,-0.00242765,-0.00643187,-0.00726206
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,10,0.01,0.00173046,6,7114.2,5340.84,0.991648,0.0820062,0.0995462,-0.0930904,0.989298,0.112353,-0.0892672,-0.120682,0.988669,-0.00242765,-0.00643187,-0.00726206
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,50,0,1.00323,20,6001.91,0,0.900412,-0.323604,0.290756,0.0368014,0.722609,0.690277,-0.433479,-0.610833,0.662555,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,50,0,0.00173317,10,13027.5,5369.93,0.900412,-0.323604,0.290756,0.0368014,0.722609,0.690277,-0.433479,-0.610833,0.662555,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,50,0.005,6.06522,20,6048.19,0,0.700753,0.687595,0.190155,-0.709729,0.644901,0.283527,0.0723211,-0.333641,0.939922,0.000701024,0.00486999,-0.000889835
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,50,0.005,0.00172985,19,23499.4,5429.3,0.700753,0.687595,0.190155,-0.709729,0.644901,0.283527,0.0723211,-0.333641,0.939922,0.000701024,0.00486999,-0.000889835
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,50,0.01,0.945648,20,6276.08,0,0.648886,0.0623748,0.758325,0.0301486,0.993744,-0.107536,-0.760288,0.0926412,0.642946,-0.0096379,0.00113643,-0.00241236
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,50,0.01,0.00173152,17,21491.5,5364.42,0.648886,0.0623748,0.758325,0.0301486,0.993744,-0.107536,-0.760288,0.0926412,0.642946,-0.0096379,0.00113643,-0.00241236
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,100,0,12.0087,20,9070.18,0,-0.159776,0.52492,-0.836021,-0.72065,0.516763,0.462191,0.674638,0.676325,0.295717,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,100,0,10.9435,20,27863.8,5396.75,-0.159776,0.52492,-0.836021,-0.72065,0.516763,0.462191,0.674638,0.676325,0.295717,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,100,0.005,11.8287,20,8180.86,0,0.399182,-0.916834,-0.00828763,0.157973,0.0776784,-0.984383,0.90316,0.391639,0.175843,-0.00473144,-0.000479701,-0.0015438
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,100,0.005,12.242,20,30523.2,5400.43,0.399182,-0.916834,-0.00828763,0.157973,0.0776784,-0.984383,0.90316,0.391639,0.175843,-0.00473144,-0.000479701,-0.0015438
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,icp,0.001,100,0.01,11.8374,20,9990.45,0,0.869925,-0.224859,0.43894,0.409848,-0.16545,-0.897023,0.274327,0.960242,-0.0517712,0.0088056,-0.00288094,-0.00376318
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0002b/L0002D.ply,gicp,0.001,100,0.01,0.00173185,14,17551.9,5333.89,0.869925,-0.224859,0.43894,0.409848,-0.16545,-0.897023,0.274327,0.960242,-0.0517712,0.0088056,-0.00288094,-0.00376318
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,10,0,1.36092,20,3318.78,0,0.984882,0.156382,-0.0745101,-0.155457,0.987677,0.0180882,0.0764205,-0.00623167,0.997056,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,10,0,3.92037e-15,8,6497.13,3740.96,0.984882,0.156382,-0.0745101,-0.155457,0.987677,0.0180882,0.0764205,-0.00623167,0.997056,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,10,0.005,1.62644,20,3751.22,0,0.991984,-0.122247,0.0319972,0.117532,0.985582,0.121712,-0.0464148,-0.116976,0.99205,0.00375212,-0.00192974,0.00268286
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,10,0.005,1.0023e-10,8,6542.35,3698.91,0.991984,-0.122247,0.0319972,0.117532,0.985582,0.121712,-0.0464148,-0.116976,0.99205,0.00375212,-0.00192974,0.00268286
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,10,0.01,0.720294,20,3376.3,0,0.995006,0.0579538,0.0812681,-0.0457701,0.988447,-0.144493,-0.0887031,0.140052,0.986163,0.00221917,0.00125247,0.00966988
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,10,0.01,8.78539e-12,7,5805.36,3702.1,0.995006,0.0579538,0.0812681,-0.0457701,0.988447,-0.144493,-0.0887031,0.140052,0.986163,0.00221917,0.00125247,0.00966988
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,50,0,6.13506,20,3912.04,0,0.821939,-0.569377,0.0150179,0.466346,0.657601,-0.591677,0.327012,0.493327,0.806035,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,50,0,3.74419e-15,20,17184.6,3854.98,0.821939,-0.569377,0.0150179,0.466346,0.657601,-0.591677,0.327012,0.493327,0.806035,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,50,0.005,6.08363,20,3954.78,0,0.66269,0.597945,0.450892,-0.6817,0.730904,0.0326369,-0.310044,-0.329001,0.891982,-0.00238257,-0.00397087,0.00188561
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,50,0.005,1.32469e-11,19,16315.2,3780.2,0.66269,0.597945,0.450892,-0.6817,0.730904,0.0326369,-0.310044,-0.329001,0.891982,-0.00238257,-0.00397087,0.00188561
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,50,0.01,4.12036,20,3957.02,0,0.864942,0.406517,-0.29431,-0.50034,0.652694,-0.568903,-0.0391748,0.639324,0.767939,0.00160083,0.00751725,-0.00639752
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,50,0.01,1.31659e-11,13,11669.8,3746.29,0.864942,0.406517,-0.29431,-0.50034,0.652694,-0.568903,-0.0391748,0.639324,0.767939,0.00160083,0.00751725,-0.00639752
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,100,0,12.5429,20,4082.42,0,0.423618,0.605923,0.673353,-0.762082,-0.163441,0.626513,0.489672,-0.778553,0.392527,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,100,0,14.1859,20,17985.1,3748.42,0.423618,0.605923,0.673353,-0.762082,-0.163441,0.626513,0.489672,-0.778553,0.392527,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,100,0.005,11.983,20,4798.73,0,0.00293817,-0.0419016,-0.999117,-0.733939,0.678525,-0.0306147,0.679209,0.733381,-0.0287596,-0.00116009,-0.00308604,-0.00375906
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,100,0.005,22.8475,20,24635.8,3833.3,0.00293817,-0.0419016,-0.999117,-0.733939,0.678525,-0.0306147,0.679209,0.733381,-0.0287596,-0.00116009,-0.00308604,-0.00375906
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0,100,0.01,9.26221,20,4313.27,0,0.645435,-0.119154,-0.754464,-0.75393,0.0590134,-0.654298,0.122486,0.99112,-0.0517446,-0.00512646,-0.00240354,-0.00824272
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0,100,0.01,30.2451,20,26091.8,3717.46,0.645435,-0.119154,-0.754464,-0.75393,0.0590134,-0.654298,0.122486,0.99112,-0.0517446,-0.00512646,-0.00240354,-0.00824272
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,10,0,1.3859,20,3378.27,0,0.987373,0.129442,0.091325,-0.135665,0.988583,0.0655682,-0.0817951,-0.0771298,0.99366,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,10,0,0.000867718,8,6761.14,3852.74,0.987373,0.129442,0.091325,-0.135665,0.988583,0.0655682,-0.0817951,-0.0771298,0.99366,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,10,0.005,1.45046,20,3587.21,0,0.984812,0.132166,0.112597,-0.131846,0.991217,-0.0103146,-0.112971,-0.00468751,0.993587,-0.000338414,0.00468186,-0.00172211
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,10,0.005,0.000867741,9,7644.27,3835.99,0.984812,0.132166,0.112597,-0.131846,0.991217,-0.0103146,-0.112971,-0.00468751,0.993587,-0.000338414,0.00468186,-0.00172211
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,10,0.01,0.783416,20,3566.04,0,0.995098,0.0834867,-0.0530153,-0.0902206,0.985909,-0.140864,0.040508,0.144957,0.988608,-0.00651932,0.00284265,0.00702978
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,10,0.01,0.00086686,7,6210.47,4066.58,0.995098,0.0834867,-0.0530153,-0.0902206,0.985909,-0.140864,0.040508,0.144957,0.988608,-0.00651932,0.00284265,0.00702978
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,50,0,1.2728,20,4351.02,0,0.734994,0.0301263,0.677404,0.27699,0.898519,-0.340499,-0.618918,0.437899,0.652062,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,50,0,0.000863906,12,10780.9,3878.76,0.734994,0.0301263,0.677404,0.27699,0.898519,-0.340499,-0.618918,0.437899,0.652062,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,50,0.005,3.20745,20,4169.52,0,0.876371,-0.155391,0.455881,-0.184303,0.766289,0.615494,-0.444979,-0.623421,0.642915,0.000522672,-0.0045183,-0.00207649
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,50,0.005,0.00201406,20,18197.9,3856.1,0.876371,-0.155391,0.455881,-0.184303,0.766289,0.615494,-0.444979,-0.623421,0.642915,0.000522672,-0.0045183,-0.00207649
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,50,0.01,4.63954,20,4083.15,0,0.744203,0.603264,-0.286766,-0.398896,0.745746,0.533614,0.535765,-0.282727,0.795626,-0.00118892,0.00168349,0.00978531
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,50,0.01,0.000867886,13,11432.2,4023.95,0.744203,0.603264,-0.286766,-0.398896,0.745746,0.533614,0.535765,-0.282727,0.795626,-0.00118892,0.00168349,0.00978531
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,100,0,12.0986,20,3959.15,0,0.0047937,0.920696,-0.39025,-0.891964,-0.172492,-0.417907,-0.45208,0.350092,0.820402,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,100,0,11.5859,20,22946.4,3865.6,0.0047937,0.920696,-0.39025,-0.891964,-0.172492,-0.417907,-0.45208,0.350092,0.820402,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,100,0.005,10.6052,20,4994.07,0,-0.0959914,0.487907,-0.867602,0.0821576,0.872536,0.481592,0.991986,-0.0250514,-0.123841,-0.00233255,0.00428461,0.00109606
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,100,0.005,10.8698,20,22108.3,3923.79,-0.0959914,0.487907,-0.867602,0.0821576,0.872536,0.481592,0.991986,-0.0250514,-0.123841,-0.00233255,0.00428461,0.00109606
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.0005,100,0.01,13.0257,20,4263.77,0,-0.173635,0.761071,-0.624997,-0.765973,0.294518,0.571441,0.61898,0.577954,0.531821,-0.00738376,-0.00603149,0.00301683
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.0005,100,0.01,15.8756,20,19387.9,3853.29,-0.173635,0.761071,-0.624997,-0.765973,0.294518,0.571441,0.61898,0.577954,0.531821,-0.00738376,-0.00603149,0.00301683
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.001,10,0,1.31509,20,3881.79,0,0.987582,-0.127454,0.091852,0.12024,0.989498,0.0802278,-0.101113,-0.0681873,0.992536,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.001,10,0,0.00172845,8,6934.72,3958.09,0.987582,-0.127454,0.091852,0.12024,0.989498,0.0802278,-0.101113,-0.0681873,0.992536,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.001,10,0.005,0.451286,20,2957.5,0,0.996048,0.0846004,-0.0270492,-0.0795994,0.985364,0.150737,0.0394058,-0.147988,0.988204,0.00210907,0.00215194,-0.00399011
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.001,10,0.005,0.00172837,5,4207.66,3928.96,0.996048,0.0846004,-0.0270492,-0.0795994,0.985364,0.150737,0.0394058,-0.147988,0.988204,0.00210907,0.00215194,-0.00399011
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.001,10,0.01,1.7828,20,3438.75,0,0.985939,-0.1656,-0.0223825,0.164343,0.985157,-0.0495728,0.0302595,0.0451974,0.99852,-0.0065603,-0.005633,-0.00502312
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.001,10,0.01,0.00173461,8,6808.42,3866.67,0.985939,-0.1656,-0.0223825,0.164343,0.985157,-0.0495728,0.0302595,0.0451974,0.99852,-0.0065603,-0.005633,-0.00502312
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.001,50,0,2.42891,20,4358.38,0,0.735364,0.514607,0.440931,-0.261526,0.815753,-0.515898,-0.625175,0.264058,0.734458,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.001,50,0,0.00172901,15,13732.4,3872.08,0.735364,0.514607,0.440931,-0.261526,0.815753,-0.515898,-0.625175,0.264058,0.734458,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.001,50,0.005,5.56168,20,4241.52,0,0.656973,0.73998,0.144278,-0.700726,0.669944,-0.245272,-0.278155,0.0600377,0.958658,-1.88258e-06,0.00212609,0.00452545
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.001,50,0.005,0.00173229,17,15087.6,3876.62,0.656973,0.73998,0.144278,-0.700726,0.669944,-0.245272,-0.278155,0.0600377,0.958658,-1.88258e-06,0.00212609,0.00452545
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.001,50,0.01,0.876789,20,4031.25,0,0.950924,0.0548158,0.304529,0.184616,0.689299,-0.700559,-0.248313,0.7224,0.645352,0.00480185,-0.00781269,-0.00398799
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.001,50,0.01,0.00173944,11,10223.9,3843.27,0.950924,0.0548158,0.304529,0.184616,0.689299,-0.700559,-0.248313,0.7224,0.645352,0.00480185,-0.00781269,-0.00398799
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,icp,0.001,100,0,14.2904,20,3900.01,0,-0.155939,-0.798575,-0.581344,0.931702,0.0765452,-0.355066,0.328046,-0.597008,0.732098,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0004/L0028R.ply,gicp,0.001,100,0,1.88725,20,20111.6,3850.51,-0.155939,-0.798575,-0.581344,0.931702,0.0765452,-0.355066,0.328046,-0.597008,0.732098,0,0,0
