piece,method,jitter_sigma,rot_deg,trans_norm,rmse,iterations,total_ms,cov_ms,gt_r00,gt_r01,gt_r02,gt_r10,gt_r11,gt_r12,gt_r20,gt_r21,gt_r22,gt_tx,gt_ty,gt_tz
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.0005,50,0,2.38331,20,5452.21,0,0.789238,0.0888593,-0.607625,-0.407458,0.816063,-0.409901,0.459437,0.571091,0.680274,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.0005,50,0,0.000866432,12,14833.6,5411.94,0.789238,0.0888593,-0.607625,-0.407458,0.816063,-0.409901,0.459437,0.571091,0.680274,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.0005,50,0.005,0.895297,20,5418.35,0,0.71176,-0.0698919,0.698937,0.339147,0.905566,-0.254815,-0.615123,0.418409,0.668249,0.00190038,0.000730716,0.00456668
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.0005,50,0.005,0.000864908,8,10274.4,5412.76,0.71176,-0.0698919,0.698937,0.339147,0.905566,-0.254815,-0.615123,0.418409,0.668249,0.00190038,0.000730716,0.00456668
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.0005,50,0.01,1.65609,20,5256.91,0,0.716441,-0.0341315,-0.696812,-0.251223,0.919174,-0.303323,0.650845,0.392369,0.64996,-0.00773335,-0.00487373,0.00405487
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.0005,50,0.01,0.000863982,9,11227.5,5409.86,0.716441,-0.0341315,-0.696812,-0.251223,0.919174,-0.303323,0.650845,0.392369,0.64996,-0.00773335,-0.00487373,0.00405487
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.0005,100,0,6.07445,20,6071.98,0,0.513413,0.261176,0.817432,-0.838,-0.0525796,0.543131,0.184833,-0.963858,0.19187,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.0005,100,0,6.3154,20,27204.4,5402.95,0.513413,0.261176,0.817432,-0.838,-0.0525796,0.543131,0.184833,-0.963858,0.19187,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.0005,100,0.005,1.59684,20,6571.29,0,0.980966,0.148222,0.125445,-0.0991489,-0.173127,0.979896,0.16696,-0.973682,-0.155135,0.00283821,-0.00312879,-0.00267493
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.0005,100,0.005,11.9486,20,31282.9,5401.64,0.980966,0.148222,0.125445,-0.0991489,-0.173127,0.979896,0.16696,-0.973682,-0.155135,0.00283821,-0.00312879,-0.00267493
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.0005,100,0.01,12.7812,20,6060.86,0,0.00932423,-0.953746,-0.30047,0.839465,-0.155804,0.5206,-0.543334,-0.257088,0.799183,0.00915999,-0.00111005,-0.00385517
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.0005,100,0.01,13.072,20,25687.1,5406.28,0.00932423,-0.953746,-0.30047,0.839465,-0.155804,0.5206,-0.543334,-0.257088,0.799183,0.00915999,-0.00111005,-0.00385517
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,10,0,0.371838,20,4560.1,0,0.984824,-0.0350478,0.169982,0.0340825,0.999382,0.00859392,-0.170178,-0.00267008,0.98541,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,10,0,0.00173319,6,7071.13,5407.45,0.984824,-0.0350478,0.169982,0.0340825,0.999382,0.00859392,-0.170178,-0.00267008,0.98541,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,10,0.005,0.623823,20,4942.41,0,0.998422,-0.0169107,0.0535548,0.00787,0.986309,0.164722,-0.0556071,-0.16404,0.984885,-0.00165357,0.000541466,-0.00468749
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,10,0.005,0.00173093,7,8551.31,5407.01,0.998422,-0.0169107,0.0535548,0.00787,0.986309,0.164722,-0.0556071,-0.16404,0.984885,-0.00165357,0.000541466,-0.00468749
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,10,0.01,0.590977,20,4521.58,0,0.989157,-0.0844332,0.120167,0.0728388,0.992536,0.0978144,-0.127529,-0.088001,0.987923,-0.00237741,0.00393397,0.00888098
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,10,0.01,0.00173829,6,7196.14,5408.81,0.989157,-0.0844332,0.120167,0.0728388,0.992536,0.0978144,-0.127529,-0.088001,0.987923,-0.00237741,0.00393397,0.00888098
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,50,0,2.81741,20,5035.48,0,0.648473,0.288622,-0.7044,-0.369224,0.928457,0.040518,0.6657,0.233807,0.708645,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,50,0,0.00172654,14,17090.9,5410.12,0.648473,0.288622,-0.7044,-0.369224,0.928457,0.040518,0.6657,0.233807,0.708645,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,50,0.005,2.75393,20,5407.49,0,0.836516,-0.17612,0.518867,0.457734,0.74513,-0.485037,-0.301199,0.643244,0.703929,0.0037691,-0.000138825,0.00328247
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,50,0.005,0.00173119,13,16283,5405.83,0.836516,-0.17612,0.518867,0.457734,0.74513,-0.485037,-0.301199,0.643244,0.703929,0.0037691,-0.000138825,0.00328247
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,50,0.01,0.900123,20,5442.23,0,0.733423,-0.0494935,0.677968,0.346156,0.885542,-0.309823,-0.585035,0.461915,0.66661,-0.00325884,0.00525881,0.00785652
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,50,0.01,0.00173472,8,10287,5411.29,0.733423,-0.0494935,0.677968,0.346156,0.885542,-0.309823,-0.585035,0.461915,0.66661,-0.00325884,0.00525881,0.00785652
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,100,0,3.43279,20,6307.69,0,0.437517,-0.8249,0.357935,-0.230421,0.281917,0.931359,-0.869186,-0.489961,-0.0667305,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,100,0,0.00173149,18,24455.6,5402.89,0.437517,-0.8249,0.357935,-0.230421,0.281917,0.931359,-0.869186,-0.489961,-0.0667305,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,100,0.005,6.30986,20,6511.19,0,0.365059,0.143223,-0.919902,0.869067,0.301902,0.39189,0.333848,-0.942519,-0.0142578,0.00424725,0.00212067,0.00156959
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,100,0.005,13.4611,20,29412.6,5397.86,0.365059,0.143223,-0.919902,0.869067,0.301902,0.39189,0.333848,-0.942519,-0.0142578,0.00424725,0.00212067,0.00156959
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,icp,0.001,100,0.01,13.1985,20,6177.66,0,-0.157563,-0.987503,-0.00347871,0.950744,-0.152648,0.269786,-0.266946,0.0392009,0.962914,0.00279571,-0.00472593,-0.00835761
Riedones3D_Registration_Benchmark/test/die_obverse_beard_0001a/L0051D.ply,gicp,0.001,100,0.01,15.3318,20,26478.5,5409.19,-0.157563,-0.987503,-0.00347871,0.950744,-0.152648,0.269786,-0.266946,0.0392009,0.962914,0.00279571,-0.00472593,-0.00835761
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,10,0,1.55602,20,4323.02,0,0.987454,-0.14223,-0.0685949,0.136848,0.987544,-0.0776538,0.0787851,0.0672925,0.994618,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,10,0,3.08593e-15,9,9575.98,4855.32,0.987454,-0.14223,-0.0685949,0.136848,0.987544,-0.0776538,0.0787851,0.0672925,0.994618,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,10,0.005,1.22836,20,4351.62,0,0.986746,-0.124388,-0.104215,0.130652,0.989869,0.0555773,0.0962465,-0.0684566,0.993001,-0.00427486,0.00106341,0.00236533
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,10,0.005,1.62964e-14,7,7562.45,4851.46,0.986746,-0.124388,-0.104215,0.130652,0.989869,0.0555773,0.0962465,-0.0684566,0.993001,-0.00427486,0.00106341,0.00236533
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,10,0.01,1.19908,20,4408.05,0,0.995938,0.0897155,0.00770592,-0.0898626,0.984808,0.148585,0.0057415,-0.148674,0.98887,0.00868429,-0.00321362,-0.00377568
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,10,0.01,1.01353e-10,9,9656.53,4850.14,0.995938,0.0897155,0.00770592,-0.0898626,0.984808,0.148585,0.0057415,-0.148674,0.98887,0.00868429,-0.00321362,-0.00377568
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,50,0,2.40573,20,5096.02,0,0.991606,0.00697706,0.129106,-0.102677,0.649352,0.753525,-0.0785776,-0.760456,0.644617,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,50,0,4.37748e-15,16,18484.3,4867.83,0.991606,0.00697706,0.129106,-0.102677,0.649352,0.753525,-0.0785776,-0.760456,0.644617,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,50,0.005,7.66786,20,5595.01,0,0.690646,0.706495,-0.154505,-0.615247,0.686282,0.387929,0.380104,-0.172863,0.908647,-0.000491188,-0.00189739,0.00459985
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,50,0.005,5.1579,20,22948.7,4871.88,0.690646,0.706495,-0.154505,-0.615247,0.686282,0.387929,0.380104,-0.172863,0.908647,-0.000491188,-0.00189739,0.00459985
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,50,0.01,2.26504,20,5031.94,0,0.661265,-0.213871,0.719018,0.0582982,0.970249,0.234984,-0.747883,-0.113469,0.654061,-0.00564178,-0.00726516,0.00392272
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,50,0.01,4.7033e-15,15,16701.3,4871.73,0.661265,-0.213871,0.719018,0.0582982,0.970249,0.234984,-0.747883,-0.113469,0.654061,-0.00564178,-0.00726516,0.00392272
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,100,0,4.40532,20,4862.05,0,0.116712,0.158823,-0.980384,-0.936305,0.346808,-0.0552808,0.331226,0.924391,0.189184,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,100,0,5.19408,20,22789.1,4867.93,0.116712,0.158823,-0.980384,-0.936305,0.346808,-0.0552808,0.331226,0.924391,0.189184,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,100,0.005,5.17539,20,5254.87,0,-0.156541,0.424319,-0.891879,-0.658554,0.628136,0.414429,0.736071,0.652226,0.181108,0.00490162,-0.000379733,-0.000910987
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,100,0.005,4.7037,20,23102.7,4873.95,-0.156541,0.424319,-0.891879,-0.658554,0.628136,0.414429,0.736071,0.652226,0.181108,0.00490162,-0.000379733,-0.000910987
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0,100,0.01,12.3214,20,4802.97,0,0.941845,-0.213113,-0.259829,-0.288665,-0.11722,-0.950227,0.172049,0.96997,-0.171921,-0.00619473,0.00102037,0.00778359
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0,100,0.01,12.222,20,24948.1,4864.14,0.941845,-0.213113,-0.259829,-0.288665,-0.11722,-0.950227,0.172049,0.96997,-0.171921,-0.00619473,0.00102037,0.00778359
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,10,0,1.54289,20,4440.57,0,0.991612,0.124333,-0.0353039,-0.119363,0.985715,0.118819,0.0495728,-0.113609,0.992288,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,10,0,0.00086451,10,10760.1,4851.6,0.991612,0.124333,-0.0353039,-0.119363,0.985715,0.118819,0.0495728,-0.113609,0.992288,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,10,0.005,1.67399,20,4402.28,0,0.988621,0.15023,-0.00768039,-0.148982,0.98491,0.0880739,0.0207958,-0.0859275,0.996084,-0.00371538,-0.00150034,-0.00299081
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,10,0.005,0.000867913,11,11756.9,4850.61,0.988621,0.15023,-0.00768039,-0.148982,0.98491,0.0880739,0.0207958,-0.0859275,0.996084,-0.00371538,-0.00150034,-0.00299081
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,10,0.01,1.18984,20,4248.96,0,0.985187,-0.110021,0.131537,0.106344,0.993724,0.034685,-0.134528,-0.0201831,0.990704,0.0097813,-0.00159476,-0.00133526
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,10,0.01,0.000864853,9,9663.85,4856.71,0.985187,-0.110021,0.131537,0.106344,0.993724,0.034685,-0.134528,-0.0201831,0.990704,0.0097813,-0.00159476,-0.00133526
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,50,0,4.90537,20,5158.77,0,0.813783,0.343398,0.468865,-0.552666,0.706814,0.441559,-0.17977,-0.618459,0.764978,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,50,0,1.4408,20,23146.4,4876.44,0.813783,0.343398,0.468865,-0.552666,0.706814,0.441559,-0.17977,-0.618459,0.764978,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,50,0.005,1.6745,20,4824.5,0,0.807305,-0.0967725,-0.582146,-0.255755,0.831636,-0.49292,0.531835,0.546823,0.646634,0.00225678,-0.0030013,0.00330138
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,50,0.005,0.000867158,10,11204.2,4875.31,0.807305,-0.0967725,-0.582146,-0.255755,0.831636,-0.49292,0.531835,0.546823,0.646634,0.00225678,-0.0030013,0.00330138
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,50,0.01,5.4729,20,4810.03,0,0.713672,-0.69755,-0.0640044,0.614352,0.6672,-0.421208,0.336517,0.261283,0.904703,0.00113185,-0.00727194,-0.00677037
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,50,0.01,9.88727,20,22535.2,4855.29,0.713672,-0.69755,-0.0640044,0.614352,0.6672,-0.421208,0.336517,0.261283,0.904703,0.00113185,-0.00727194,-0.00677037
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,100,0,12.0126,20,5326.5,0,0.127113,0.800524,-0.585665,-0.891387,-0.166786,-0.42144,-0.435053,0.575625,0.692376,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,100,0,11.2682,20,22728.5,4869.49,0.127113,0.800524,-0.585665,-0.891387,-0.166786,-0.42144,-0.435053,0.575625,0.692376,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,100,0.005,11.0077,20,5447.07,0,-0.0646801,0.913518,0.401624,-0.442957,0.334361,-0.83186,-0.894207,-0.231707,0.383022,-0.000310337,0.00378661,0.00325043
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,100,0.005,9.26224,20,22714.9,4865.89,-0.0646801,0.913518,0.401624,-0.442957,0.334361,-0.83186,-0.894207,-0.231707,0.383022,-0.000310337,0.00378661,0.00325043
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.0005,100,0.01,12.3615,20,4859.37,0,0.0452233,-0.985859,0.161359,0.704286,-0.0830892,-0.705037,0.708474,0.145527,0.69057,-0.00762802,0.00434647,-0.00478763
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.0005,100,0.01,14.3487,20,23371.2,4873.93,0.0452233,-0.985859,0.161359,0.704286,-0.0830892,-0.705037,0.708474,0.145527,0.69057,-0.00762802,0.00434647,-0.00478763
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,10,0,0.314672,20,4271.9,0,0.984886,0.00542643,0.173118,-0.00760218,0.9999,0.0119074,-0.173036,-0.0130436,0.984829,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,10,0,0.00172952,5,5426.08,4860.78,0.984886,0.00542643,0.173118,-0.00760218,0.9999,0.0119074,-0.173036,-0.0130436,0.984829,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,10,0.005,1.0228,20,3819.79,0,0.991894,0.124535,-0.0252549,-0.126656,0.984966,-0.11747,0.0102461,0.119717,0.992755,0.00268162,-0.00374597,0.00194335
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,10,0.005,0.00173318,7,7401.66,4845.73,0.991894,0.124535,-0.0252549,-0.126656,0.984966,-0.11747,0.0102461,0.119717,0.992755,0.00268162,-0.00374597,0.00194335
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,10,0.01,1.29567,20,4254.2,0,0.985332,-0.127439,0.113491,0.123684,0.991533,0.0395633,-0.117572,-0.0249459,0.992751,0.00954015,-0.00134596,0.00267843
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,10,0.01,0.00173153,9,9654.02,4855.58,0.985332,-0.127439,0.113491,0.123684,0.991533,0.0395633,-0.117572,-0.0249459,0.992751,0.00954015,-0.00134596,0.00267843
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,50,0,1.09296,20,5335.47,0,0.904585,-0.159382,-0.395376,0.387845,0.692631,0.608144,0.176922,-0.703463,0.688359,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,50,0,0.00173066,9,10291.7,4862.55,0.904585,-0.159382,-0.395376,0.387845,0.692631,0.608144,0.176922,-0.703463,0.688359,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,50,0.005,1.54512,20,5034.02,0,0.884994,0.2783,0.373276,0.0430423,0.749371,-0.66075,-0.463609,0.600826,0.65121,-0.000692221,0.00141647,-0.00474494
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,50,0.005,0.00172888,15,16653.6,4873.7,0.884994,0.2783,0.373276,0.0430423,0.749371,-0.66075,-0.463609,0.600826,0.65121,-0.000692221,0.00141647,-0.00474494
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,50,0.01,2.25572,20,5064.65,0,0.660777,0.162167,0.732855,-0.310371,0.94803,0.0700636,-0.683406,-0.273753,0.676768,0.00792688,0.00275016,-0.00544069
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,50,0.01,0.00173033,13,14701.7,4873.51,0.660777,0.162167,0.732855,-0.310371,0.94803,0.0700636,-0.683406,-0.273753,0.676768,0.00792688,0.00275016,-0.00544069
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,100,0,12.3526,20,5465.48,0,0.00387696,-0.668144,0.744022,-0.135902,0.736772,0.662343,-0.990715,-0.103682,-0.0879454,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,100,0,12.7076,20,31610.8,4850.7,0.00387696,-0.668144,0.744022,-0.135902,0.736772,0.662343,-0.990715,-0.103682,-0.0879454,0,0,0
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,100,0.005,10.3077,20,4920.85,0,0.193077,-0.980958,0.021015,0.397302,0.0585795,-0.915817,0.897147,0.185173,0.401047,0.00303098,-0.00249078,0.00309987
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,100,0.005,15.6465,20,23411,4859.08,0.193077,-0.980958,0.021015,0.397302,0.0585795,-0.915817,0.897147,0.185173,0.401047,0.00303098,-0.00249078,0.00309987
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,icp,0.001,100,0.01,13.0318,20,5507.76,0,0.880943,0.454272,0.132576,0.186719,-0.0762479,-0.97945,-0.434829,0.887594,-0.151991,0.00813879,-0.0054308,0.00206555
Riedones3D_Registration_Benchmark/test/die_reverse_0007/L0035R.ply,gicp,0.001,100,0.01,12.895,20,24333.2,4871.89,0.880943,0.454272,0.132576,0.186719,-0.0762479,-0.97945,-0.434829,0.887594,-0.151991,0.00813879,-0.0054308,0.00206555
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,10,0,1.07946,20,97818.2,0,0.992745,-0.0958696,-0.0725667,0.104247,0.987018,0.122177,0.0599116,-0.128856,0.989852,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,10,0,2.68934e-15,9,144698,67265.5,0.992745,-0.0958696,-0.0725667,0.104247,0.987018,0.122177,0.0599116,-0.128856,0.989852,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,10,0.005,0.875113,20,100500,0,0.990865,0.0572058,-0.122121,-0.0434057,0.992667,0.112816,0.127679,-0.106484,0.986083,-0.00216558,-0.00352476,-0.00280826
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,10,0.005,2.56932e-15,8,131134,67969.5,0.990865,0.0572058,-0.122121,-0.0434057,0.992667,0.112816,0.127679,-0.106484,0.986083,-0.00216558,-0.00352476,-0.00280826
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,10,0.01,0.7538,20,78344.4,0,0.985234,-0.100087,0.13891,0.0959732,0.994732,0.0360241,-0.141784,-0.0221605,0.98965,0.00205362,0.00974381,0.000916986
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,10,0.01,4.43213e-11,7,109857,68688.2,0.985234,-0.100087,0.13891,0.0959732,0.994732,0.0360241,-0.141784,-0.0221605,0.98965,0.00205362,0.00974381,0.000916986
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,50,0,7.41053,20,124375,0,0.654956,-0.687376,-0.313922,0.730906,0.681718,0.0322207,0.191859,-0.250551,0.948902,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,50,0,2.80636,20,365975,67903.2,0.654956,-0.687376,-0.313922,0.730906,0.681718,0.0322207,0.191859,-0.250551,0.948902,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,50,0.005,1.2931,20,141968,0,0.993061,0.106452,-0.0499702,-0.0309974,0.646851,0.761986,0.113439,-0.75515,0.645663,0.00227903,0.00189378,0.00402736
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,50,0.005,4.05128e-15,15,283053,67808.6,0.993061,0.106452,-0.0499702,-0.0309974,0.646851,0.761986,0.113439,-0.75515,0.645663,0.00227903,0.00189378,0.00402736
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,50,0.01,0.976312,20,114522,0,0.752989,-0.0177731,0.657793,0.334857,0.870875,-0.359788,-0.566461,0.491183,0.661711,0.00760938,0.00431194,0.00484814
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,50,0.01,2.95602e-12,11,203441,68627.8,0.752989,-0.0177731,0.657793,0.334857,0.870875,-0.359788,-0.566461,0.491183,0.661711,0.00760938,0.00431194,0.00484814
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,100,0,6.07762,20,142300,0,0.308375,0.939805,0.147212,-0.389354,-0.0165,0.92094,0.867933,-0.341313,0.360829,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,100,0,4.11661,20,395804,67567.9,0.308375,0.939805,0.147212,-0.389354,-0.0165,0.92094,0.867933,-0.341313,0.360829,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,100,0.005,11.5968,20,234044,0,0.21637,0.605155,0.76614,0.498071,0.606513,-0.619732,-0.839708,0.515683,-0.170179,-0.00361893,-0.00299545,-0.00171191
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,100,0.005,23.4842,20,630372,68051.2,0.21637,0.605155,0.76614,0.498071,0.606513,-0.619732,-0.839708,0.515683,-0.170179,-0.00361893,-0.00299545,-0.00171191
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0,100,0.01,11.9398,20,121468,0,0.018181,-0.52406,0.851487,0.992512,0.112344,0.0479518,-0.120789,0.844239,0.522178,-0.00688805,-0.00635417,-0.00348987
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0,100,0.01,11.3163,20,376569,67894.2,0.018181,-0.52406,0.851487,0.992512,0.112344,0.0479518,-0.120789,0.844239,0.522178,-0.00688805,-0.00635417,-0.00348987
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0.0005,10,0,1.01426,20,75357.9,0,0.984863,0.141825,-0.0996528,-0.142868,0.989736,-0.00336795,0.0981523,0.0175542,0.995017,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0.0005,10,0,0.000866824,8,124042,67480.1,0.984863,0.141825,-0.0996528,-0.142868,0.989736,-0.00336795,0.0981523,0.0175542,0.995017,0,0,0
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,icp,0.0005,10,0.005,1.37545,20,90772.2,0,0.985308,0.167482,0.033441,-0.166336,0.985464,-0.0345394,-0.0387396,0.0284694,0.998844,0.000582993,0.00249749,0.00429216
Riedones3D_Registration_Benchmark/test/die_obverse_0005/L0171D.ply,gicp,0.0005,10,0.005,0.000865378,9,140245,68098,0.985308,0.167482,0.033441,-0.166336,0.985464,-0.0345394,-0.0387396,0.0284694,0.998844,0.000582993,0.00249749,0.00429216
