jitter_sigma,0.740332,2.221,3.70166,5.18232,6.66299,8.14365,9.62432,11.105,12.5856,14.0663,15.547,17.0276,18.5083,19.989,21.4696,22.9503,24.431,25.9116,27.3923,28.8729,30.3536,31.8343,33.3149,34.7956,36.2763,37.7569,39.2376,40.7183,42.1989,43.6796,45.1603,46.6409,48.1216,49.6022,51.0829,52.5636,54.0442,55.5249,57.0056,58.4862,59.9669,61.4476,62.9282,64.4089,65.8895,67.3702,68.8509,70.3315,71.8122,73.2929
0,145,12,6,6,5,0,3,13,16,5,3,0,3,1,2,4,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,139,6,6,5,8,5,5,13,15,7,1,3,0,0,1,0,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,140,4,5,8,5,5,0,18,15,4,3,3,1,0,2,2,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
